"F_ID","F_SKILL_ID","F_ALIAS"
104755,104755,家用电器
121330,104756,Fresh
104756,104756,生鲜
121331,104757,Clothing/shoes/bags
104757,104757,服饰/鞋帽/箱包
121332,104758,Food/Beverages/Tobacco & Alcohol
104758,104758,食品/饮料/烟酒
121333,104759,Luxury
104759,104759,奢侈品
121334,104760,pet
104760,104760,宠物
121335,104761,books
104761,104761,图书
121336,104762,Kitchenware Storage
104762,104762,厨具收纳
121337,104763,Mother & baby toys
104763,104763,母婴玩具
121338,104764,Medical and Healthcare
104764,104764,医药保健
121339,104765,Furniture and building materials
104765,104765,家具建材
121340,104768,Online store manager
104768,104768,网店店长
121341,104769,Category Operation
104769,104769,品类运营
121342,104770,Store Operation
104770,104770,店铺运营
121343,104771,Merchant Operations
104771,104771,商家运营
121344,104773,"3C Digital Products"
104773,104773,数码3C
121345,104774,Household daily Necessities
104774,104774,家居日用
121346,104775,Beauty and daily chemicals
104775,104775,美妆日化
121347,104776,Home appliances
104776,104776,家用电器
121348,104777,Fresh
104777,104777,生鲜
121349,104778,Clothing/shoes/bags
104778,104778,服饰/鞋帽/箱包
121350,104779,Food/Beverages/Tobacco & Alcohol
104779,104779,食品/饮料/烟酒
121351,104780,Luxury
104780,104780,奢侈品
121352,104781,pet
104781,104781,宠物
121353,104782,books
104782,104782,图书
121354,104783,Kitchenware Storage
104783,104783,厨具收纳
121355,104784,Mother & baby toys
104784,104784,母婴玩具
121356,104785,Medical and Healthcare
104785,104785,医药保健
121357,104786,Furniture and building materials
104786,104786,家具建材
121358,104789,Online store manager
104789,104789,网店店长
121359,104790,Category Operation
104790,104790,品类运营
121360,104791,Store Operation
104791,104791,店铺运营
121361,104792,Merchant Operations
104792,104792,商家运营
121362,104794,"3C Digital Products"
104794,104794,数码3C
121363,104795,Household daily Necessities
104795,104795,家居日用
121364,104796,Beauty and daily chemicals
104796,104796,美妆日化
121365,104797,Home appliances
104797,104797,家用电器
121366,104798,Fresh
104798,104798,生鲜
121367,104799,Clothing/shoes/bags
104799,104799,服饰/鞋帽/箱包
121368,104800,Food/Beverages/Tobacco & Alcohol
104800,104800,食品/饮料/烟酒
121369,104801,Luxury
104801,104801,奢侈品
121370,104802,pet
104802,104802,宠物
121371,104803,books
104803,104803,图书
121372,104804,Kitchenware Storage
104804,104804,厨具收纳
121373,104805,Mother & baby toys
104805,104805,母婴玩具
121374,104806,Medical and Healthcare
104806,104806,医药保健
121375,104807,Furniture and building materials
104807,104807,家具建材
121376,104810,Online store manager
104810,104810,网店店长
121377,104811,Category Operation
104811,104811,品类运营
121378,104812,Store Operation
104812,104812,店铺运营
121379,104813,Merchant Operations
104813,104813,商家运营
121380,104815,"3C Digital Products"
104815,104815,数码3C
121381,104816,Household daily Necessities
104816,104816,家居日用
121382,104817,Beauty and daily chemicals
104817,104817,美妆日化
121383,104818,Home appliances
104818,104818,家用电器
121384,104819,Fresh
104819,104819,生鲜
121385,104820,Clothing/shoes/bags
104820,104820,服饰/鞋帽/箱包
121386,104821,Food/Beverages/Tobacco & Alcohol
104821,104821,食品/饮料/烟酒
121387,104822,Luxury
104822,104822,奢侈品
121388,104823,pet
104823,104823,宠物
121389,104824,books
104824,104824,图书
121390,104825,Kitchenware Storage
104825,104825,厨具收纳
121391,104826,Mother & baby toys
104826,104826,母婴玩具
121392,104827,Medical and Healthcare
104827,104827,医药保健
121393,104828,Furniture and building materials
104828,104828,家具建材
121394,104831,Online store manager
104831,104831,网店店长
121395,104832,Category Operation
104832,104832,品类运营
121396,104833,Store Operation
104833,104833,店铺运营
121397,104834,Merchant Operations
104834,104834,商家运营
121398,104836,"3C Digital Products"
104836,104836,数码3C
121399,104837,Household daily Necessities
104837,104837,家居日用
121400,104838,Beauty and daily chemicals
104838,104838,美妆日化
121401,104839,Home appliances
104839,104839,家用电器
121402,104840,Fresh
104840,104840,生鲜
121403,104841,Clothing/shoes/bags
104841,104841,服饰/鞋帽/箱包
121404,104842,Food/Beverages/Tobacco & Alcohol
104842,104842,食品/饮料/烟酒
121405,104843,Luxury
104843,104843,奢侈品
121406,104844,pet
104844,104844,宠物
121407,104845,books
104845,104845,图书
121408,104846,Kitchenware Storage
104846,104846,厨具收纳
121409,104847,Mother & baby toys
104847,104847,母婴玩具
121410,104848,Medical and Healthcare
104848,104848,医药保健
121411,104849,Furniture and building materials
104849,104849,家具建材
121412,104852,Knowledge service platform
104852,104852,知识服务平台
121413,104854,E-commerce live broadcast operation
104854,104854,电商直播运营
121414,104855,Alibaba.com Operations
104855,104855,阿里国际站运营
121415,104856,Amazon Operations
104856,104856,亚马逊运营
121416,104857,Pinduoduo Operation
104857,104857,拼多多运营
121417,104858,AliExpress Operation
104858,104858,速卖通运营
121418,104859,Taobao Tmall Operation
104859,104859,淘宝天猫运营
121419,104860,Alibaba Operations
104860,104860,阿里巴巴运营
121420,104861,Category Operation
104861,104861,品类运营
121421,104862,Cross-border e-commerce operations
104862,104862,跨境电商运营
121422,104863,JD Operations
104863,104863,京东运营
121423,104865,Data Operations
104865,104865,数据运营
121424,104866,E-commerce data operation
104866,104866,电商数据运营
121425,104868,Fan Operation
104868,104868,粉丝运营
121426,104869,Community user operation
104869,104869,社区用户运营
121427,104870,Community user operation
104870,104870,社群用户运营
121428,104872,Store Operations
104872,104872,门店运营
121429,104873,Campus Operations
104873,104873,校区运营
121430,104874,Offline Operations
104874,104874,线下运营
121431,104876,Event Operations
104876,104876,活动运营
121432,104877,Product Operations
104877,104877,产品运营
121433,104878,Content Operations
104878,104878,内容运营
121434,104879,E-commerce operations
104879,104879,电商运营
121435,104880,Community Operation
104880,104880,社群运营
121436,104881,Live broadcast operation
104881,104881,直播运营
121437,104882,Merchant Operations
104882,104882,商家运营
121438,104883,C-end operation
104883,104883,C端运营
121439,104884,B-end operation
104884,104884,B端运营
121440,104885,Online Operations
104885,104885,线上运营
121441,104886,Community Operation
104886,104886,社区运营
121442,104887,Channel Operation
104887,104887,渠道运营
121443,104889,Weibo Operation
104889,104889,微博运营
121444,104890,New Media Operations
104890,104890,新媒体运营
121445,104891,Typography design
104891,104891,排版设计
121446,104893,Content review
104893,104893,内容审核
121447,104894,Data Annotation
104894,104894,数据标注
121448,104896,Data analysis
104896,104896,数据分析
121449,104899,Mockplus
104899,104899,墨刀
104900,104900,Visio
121451,104902,Knowledge service platform
104902,104902,知识服务平台
121452,104904,C-end product operation
104904,104904,C端产品运营
121453,104905,B-end product operation
104905,104905,B端产品运营
121454,104906,E-commerce product operation
104906,104906,电商产品运营
121455,104907,Overseas product operations
104907,104907,海外产品运营
121456,104908,Educational product operation
104908,104908,教育产品运营
121457,104909,Tourism product operation
104909,104909,旅游产品运营
121458,104910,Social product operation
104910,104910,社交产品运营
121459,104911,Blockchain product operation
104911,104911,区块链产品运营
121460,104912,Mini Program Operation
104912,104912,小程序运营
121461,104913,Game product operation
104913,104913,游戏产品运营
121462,104914,Live product operation
104914,104914,直播产品运营
121463,104915,Payment product operation
104915,104915,支付产品运营
121464,104917,Data Operations
104917,104917,数据运营
121465,104919,User behavior analysis
104919,104919,用户行为分析
121466,104920,User incentive system
104920,104920,用户激励体系
121467,104921,Lifecycle Management
104921,104921,生命周期管理
121468,104922,Community building and maintenance
104922,104922,社群搭建维护
121469,104923,RFM Model
104923,104923,RFM模型
121470,104924,User Referral & Acquisition
104924,104924,裂变拉新
121471,104925,Conversion and Monetization
104925,104925,转化变现
121472,104926,User Retention
104926,104926,用户留存
121473,104928,Data analysis
104928,104928,数据分析
121474,104931,Knowledge service platform
104931,104931,知识服务平台
121475,104933,Data Operations
104933,104933,数据运营
121476,104935,B-end user operation
104935,104935,B端用户运营
121477,104936,C-end user operation
104936,104936,C端用户运营
121478,104937,Community user operation
104937,104937,社区用户运营
121479,104938,Online user operations
104938,104938,线上用户运营
121480,104939,Overseas user operations
104939,104939,海外用户运营
121481,104940,E-commerce user operation
104940,104940,电商用户运营
121482,104942,User portrait research
104942,104942,用户画像研究
121483,104943,User behavior analysis
104943,104943,用户行为分析
121484,104944,User incentive system
104944,104944,用户激励体系
121485,104945,Lifecycle Management
104945,104945,生命周期管理
121486,104946,Community building and maintenance
104946,104946,社群搭建维护
121487,104947,RFM Model
104947,104947,RFM模型
121488,104948,User Referral & Acquisition
104948,104948,裂变拉新
121489,104949,Conversion and Monetization
104949,104949,转化变现
121490,104950,User Retention
104950,104950,用户留存
121491,104952,Data analysis
104952,104952,数据分析
121492,104955,Pinduoduo Operation
104955,104955,拼多多运营
121493,104956,Taobao Tmall Operation
104956,104956,淘宝天猫运营
121494,104957,Alibaba Operations
104957,104957,阿里巴巴运营
121495,104958,JD Operations
104958,104958,京东运营
121496,104960,E-commerce data operation
104960,104960,电商数据运营
121497,104962,E-commerce operations
104962,104962,电商运营
121498,104964,Data analysis
104964,104964,数据分析
104967,104967,SPSS
104968,104968,SAS
104970,104970,VBA
121502,104971,Data warehouse modeling
104971,104971,数据仓库建模
121503,104972,Sales Data Operations
104972,104972,销售数据运营
121504,104973,Online data operation
104973,104973,线上数据运营
121505,104974,Industry data analysis
104974,104974,行业数据分析
121506,104976,Text Labeling
104976,104976,文本标注
121507,104977,Data Annotation
104977,104977,数据标注
121508,104978,Video Labeling
104978,104978,视频标注
121509,104979,Image Annotation
104979,104979,图像标注
121510,104980,Voice Labeling
104980,104980,语音标注
121511,104982,Data analysis
104982,104982,数据分析
121512,104985,Knowledge service platform
104985,104985,知识服务平台
104987,104987,PGC
104988,104988,UGC
121515,104989,Fan community operation
104989,104989,粉丝社区运营
121516,104990,Social community operation
104990,104990,社交社区运营
121517,104991,Q&A community operation
104991,104991,问答社区运营
121518,104992,Offline community operation
104992,104992,线下社区运营
121519,104993,Music community operation
104993,104993,音乐社区运营
121520,104994,Game community operation
104994,104994,游戏社区运营
121521,104997,Game GS
104997,104997,游戏GS
104998,104998,SLG
121523,104999,E-sports event operations
104999,104999,电竞赛事运营
121524,105000,Single player games
105000,105000,单机游戏
121525,105001,H5 Games
105001,105001,H5游戏
105002,105002,RPG
121527,105003,Mobile Games
105003,105003,手机游戏
121528,105004,Anime-style Game
105004,105004,二次元游戏
121529,105005,PC Game
105005,105005,端游
121530,105006,Overseas game operations
105006,105006,海外游戏运营
121531,105007,Game community operation
105007,105007,游戏社区运营
121532,105008,Game platform operation
105008,105008,游戏平台运营
121533,105009,Game player operation
105009,105009,游戏玩家运营
121534,105010,Mini Program Games
105010,105010,小程序游戏
121535,105011,Game activity operation
105011,105011,游戏活动运营
121536,105014,C-end activity operation
105014,105014,C端活动运营
121537,105015,B-side activity operation
105015,105015,B端活动运营
121538,105016,H5 Activity Operation
105016,105016,H5活动运营
121539,105017,Store activity operation
105017,105017,门店活动运营
121540,105018,Commercial activities operation
105018,105018,商业活动运营
121541,105019,Tournament Event Operation
105019,105019,赛事活动运营
121542,105020,Community activity operation
105020,105020,社区活动运营
121543,105021,Online event operation
105021,105021,线上活动运营
121544,105022,Game activity operation
105022,105022,游戏活动运营
121545,105024,Data Operations
105024,105024,数据运营
121546,105026,Data analysis
105026,105026,数据分析
121547,105029,B2C website operation
105029,105029,B2C网站运营
121548,105030,B2B website operation
105030,105030,B2B网站运营
121549,105031,SEO Optimization
105031,105031,SEO优化
121550,105032,E-commerce website operation
105032,105032,电商网站运营
121551,105033,Portal website operation
105033,105033,门户网站运营
121552,105034,Social networking site operation
105034,105034,社交网站运营
121553,105035,Foreign trade website operation
105035,105035,外贸网站运营
121554,105036,Q&A website operation
105036,105036,问答网站运营
121555,105037,Website construction
105037,105037,网站建设
121556,105040,Text Labeling
105040,105040,文本标注
121557,105041,Data Annotation
105041,105041,数据标注
121558,105042,Video Labeling
105042,105042,视频标注
121559,105043,Complaint Handling
105043,105043,举报处理
121560,105044,Compliance Review
105044,105044,合规审核
121561,105045,Video Review
105045,105045,视频审核
121562,105046,Commodity review
105046,105046,商品审核
121563,105047,Security Audit
105047,105047,安全审核
121564,105048,Document Proofreading
105048,105048,资料校审
121565,105049,Qualification review
105049,105049,资质审核
121566,105050,Image Annotation
105050,105050,图像标注
121567,105051,Image review
105051,105051,图片审核
121568,105052,Audio Review
105052,105052,音频审核
121569,105053,Text review
105053,105053,文字审核
121570,105054,Voice Labeling
105054,105054,语音标注
121571,105063,Bicycle Operation
105063,105063,单车运营
121572,105064,Vehicle dispatch
105064,105064,车辆调度
121573,105065,Online car-hailing operations
105065,105065,网约车运营
121574,105066,License Management
105066,105066,牌证管理
121575,105067,Car rental operations
105067,105067,租车运营
121576,105070,Data Operations
105070,105070,数据运营
121577,105072,Offline event operation
105072,105072,线下活动运营
121578,105074,Event Operations
105074,105074,活动运营
121579,105075,Merchant Operations
105075,105075,商家运营
121580,105077,Field Promotion
105077,105077,地推
121581,105078,Franchisee Development
105078,105078,加盟商拓展
121582,105079,C-end expansion operations
105079,105079,C端拓展运营
121583,105081,Data analysis
105081,105081,数据分析
121584,105084,Event copywriting
105084,105084,活动文案
121585,105085,Advertising copy
105085,105085,广告文案
121586,105086,New Media Copywriter
105086,105086,新媒体文案
121587,105087,Brand copywriting
105087,105087,品牌文案
121588,105088,Video copy
105088,105088,视频文案
121589,105089,PR Copywriter
105089,105089,公关文案
121590,105090,Game copywriting
105090,105090,游戏文案
121591,105093,Comics Editor
105093,105093,漫画编辑
121592,105094,Art Editor
105094,105094,美术编辑
121593,105095,Financial Editor
105095,105095,财经编辑
121594,105096,Guest Editor
105096,105096,客座编辑
121595,105097,Fashion Editor
105097,105097,时尚编辑
121596,105098,We Media editor
105098,105098,自媒体编辑
121597,105099,News Editor
105099,105099,新闻编辑
121598,105101,Chief Editor
105101,105101,主编
121599,105102,Topic Planning
105102,105102,选题策划
121600,105103,Proofreading
105103,105103,校对编辑
121601,105104,Review Edit
105104,105104,审核编辑
121602,105105,Copy editor
105105,105105,文案编辑
121603,105106,Graphics and text layout
105106,105106,图文排版
121604,105107,Compilation
105107,105107,采编
121605,105110,English
105110,105110,英语
121606,105112,Chinese medicine Editor
105112,105112,中药编辑
121607,105113,Western medicine editor
105113,105113,西药编辑
121608,105115,Original writing
105115,105115,原创撰稿
121609,105116,Manuscript Solicitation
105116,105116,组稿
121610,105117,Page layout
105117,105117,页面排版
121611,105118,Book Release
105118,105118,图书发行
121612,105119,Planning topic selection
105119,105119,策划选题
121613,105120,Content review
105120,105120,内容审核
121614,105121,Book Publishing
105121,105121,图书出版
121615,105122,Manuscript Review and revision
105122,105122,审稿改稿
121616,105124,Chinese and English Literature
105124,105124,中英文文献
121617,105125,Cardiovascular Topics
105125,105125,心血管专题
121618,105126,Neuroscience Topics
105126,105126,神经专题
121619,105127,Medical Translation
105127,105127,医学翻译
121620,105128,Diabetes Topics
105128,105128,糖尿病专题
121621,105129,Digestion Topics
105129,105129,消化专题
121622,105130,Tumor Topics
105130,105130,肿瘤专题
121623,105133,Comics Editor
105133,105133,漫画编辑
121624,105134,Art Editor
105134,105134,美术编辑
121625,105135,Financial Editor
105135,105135,财经编辑
121626,105136,Guest Editor
105136,105136,客座编辑
121627,105137,Fashion Editor
105137,105137,时尚编辑
121628,105138,Book Editing
105138,105138,图书编辑
121629,105139,Proofreading
105139,105139,校对编辑
121630,105141,Chief Editor
105141,105141,主编
121631,105142,Topic Planning
105142,105142,选题策划
121632,105143,Review Edit
105143,105143,审核编辑
121633,105144,Soft article writing
105144,105144,软文撰写
121634,105145,Copy editor
105145,105145,文案编辑
121635,105146,Manuscript Solicitation & Review
105146,105146,组稿审稿
121636,105147,Compilation
105147,105147,采编
121637,105149,Registered Executive Editor Certificate
105149,105149,责任编辑注册证
121638,105152,Category Operation
105152,105152,品类运营
121639,105154,B-end operation
105154,105154,B端运营
121640,105155,C-end operation
105155,105155,C端运营
121641,105156,Channel Operation
105156,105156,渠道运营
121642,105157,Community Operation
105157,105157,社区运营
121643,105158,Offline Operations
105158,105158,线下运营
121644,105159,Online Operations
105159,105159,线上运营
121645,105161,Data Operations
105161,105161,数据运营
121646,105163,Store Operations
105163,105163,门店运营
121647,105164,Campus Operations
105164,105164,校区运营
121648,105166,Event Operations
105166,105166,活动运营
121649,105167,Product Operations
105167,105167,产品运营
121650,105168,Content Operations
105168,105168,内容运营
121651,105169,E-commerce operations
105169,105169,电商运营
121652,105170,Community Operation
105170,105170,社群运营
121653,105171,Live broadcast operation
105171,105171,直播运营
121654,105172,Merchant Operations
105172,105172,商家运营
121655,105173,C-end operation
105173,105173,C端运营
121656,105174,B-end operation
105174,105174,B端运营
121657,105175,Operational strategic planning
105175,105175,运营战略规划
121658,105176,Operations Department Management
105176,105176,运营部门管理
121659,105178,Lifecycle Management
105178,105178,生命周期管理
121660,105179,RFM Model
105179,105179,RFM模型
121661,105180,User Referral & Acquisition
105180,105180,裂变拉新
121662,105181,Conversion and Monetization
105181,105181,转化变现
121663,105182,User Retention
105182,105182,用户留存
121664,105184,Data analysis
105184,105184,数据分析
121665,105187,Category Operation
105187,105187,品类运营
121666,105189,Data Operations
105189,105189,数据运营
121667,105191,Store Operations
105191,105191,门店运营
121668,105192,Campus Operations
105192,105192,校区运营
121669,105194,Event Operations
105194,105194,活动运营
121670,105195,Overseas Operations
105195,105195,海外运营
121671,105196,Product Operations
105196,105196,产品运营
121672,105197,Content Operations
105197,105197,内容运营
121673,105198,E-commerce operations
105198,105198,电商运营
121674,105199,Community Operation
105199,105199,社群运营
121675,105200,Live broadcast operation
105200,105200,直播运营
121676,105201,Merchant Operations
105201,105201,商家运营
121677,105202,C-end operation
105202,105202,C端运营
121678,105203,B-end operation
105203,105203,B端运营
121679,105204,Operational strategic planning
105204,105204,运营战略规划
121680,105205,Operations Department Management
105205,105205,运营部门管理
121681,105206,Community Operation
105206,105206,社区运营
121682,105207,Channel Operation
105207,105207,渠道运营
121683,105208,Overall Operation
105208,105208,整体运营
121684,105210,Data analysis
105210,105210,数据分析
121685,105213,Category Operation
105213,105213,品类运营
121686,105215,Data Operations
105215,105215,数据运营
121687,105217,Store Operations
105217,105217,门店运营
121688,105218,Campus Operations
105218,105218,校区运营
121689,105220,Event Operations
105220,105220,活动运营
121690,105221,Product Operations
105221,105221,产品运营
121691,105222,Content Operations
105222,105222,内容运营
121692,105223,E-commerce operations
105223,105223,电商运营
121693,105224,Community Operation
105224,105224,社群运营
121694,105225,Live broadcast operation
105225,105225,直播运营
121695,105226,Merchant Operations
105226,105226,商家运营
121696,105227,C-end operation
105227,105227,C端运营
121697,105228,B-end operation
105228,105228,B端运营
121698,105229,Operational strategic planning
105229,105229,运营战略规划
121699,105230,Operations Department Management
105230,105230,运营部门管理
121700,105231,Community Operation
105231,105231,社区运营
121701,105232,Channel Operation
105232,105232,渠道运营
121702,105233,Overall Operation
105233,105233,整体运营
121703,105235,Data analysis
105235,105235,数据分析
121704,105238,Telephone Customer Service Director
105238,105238,电话客服总监
121705,105239,Call Center Management
105239,105239,呼叫中心管理
121706,105240,Customer Service Department Management
105240,105240,客服部门管理
121707,105241,Customer Service Quality Inspection Director
105241,105241,客服质检总监
121708,105242,English Customer Service Director
105242,105242,英语客服总监
121709,105243,Online Customer Service Director
105243,105243,在线客服总监
121710,105246,Conference Sales
105246,105246,会销
121711,105247,Face - to - Face Sales
105247,105247,面销
121712,105248,Field sales
105248,105248,地推销售
121713,105249,Key Account Sales
105249,105249,大客户销售
121714,105250,Online Sales
105250,105250,网销
121715,105251,Channel Sales
105251,105251,渠道销售
121716,105253,Emotional consultation
105253,105253,情感咨询
121717,105254,Health care products sales
105254,105254,保健品销售
121718,105255,Drug sales
105255,105255,药品销售
121719,105256,Jewelry Sales
105256,105256,珠宝销售
121720,105257,Second-hand house sales
105257,105257,二手房销售
121721,105258,Auto parts sales
105258,105258,汽车配件销售
121722,105259,Used car sales
105259,105259,二手车销售
121723,105260,Insurance Sales
105260,105260,保险销售
121724,105261,Financial Sales
105261,105261,理财销售
121725,105262,Credit card sales
105262,105262,信用卡销售
121726,105263,Equipment Sales
105263,105263,器械销售
121727,105264,Precious Metal Sales
105264,105264,贵金属销售
121728,105265,FMCG Sales
105265,105265,快消品销售
121729,105266,Overseas Sales
105266,105266,海外销售
121730,105267,Housing Rental
105267,105267,房屋租赁
121731,105268,Fund Sales
105268,105268,基金销售
121732,105269,Futures Sales
105269,105269,期货销售
121733,105270,New Car Sales
105270,105270,新车销售
121734,105271,Food Sales
105271,105271,食品销售
121735,105272,Beverage Sales
105272,105272,酒水销售
121736,105273,Travel Sales
105273,105273,旅游销售
121737,105274,Foreign trade sales
105274,105274,外贸销售
121738,105275,Logistics Sales
105275,105275,物流销售
121739,105276,Software Sales
105276,105276,软件销售
121740,105277,Course Sales
105277,105277,课程销售
121741,105278,Advertising Sales
105278,105278,广告销售
121742,105279,Car Sales
105279,105279,汽车销售
121743,105282,Key Account Sales
105282,105282,大客户销售
121744,105283,Regional Sales
105283,105283,区域销售
121745,105285,Emotional consultation
105285,105285,情感咨询
121746,105286,Health care products sales
105286,105286,保健品销售
121747,105287,Second-hand house sales
105287,105287,二手房销售
121748,105288,Auto parts sales
105288,105288,汽车配件销售
121749,105289,Used car sales
105289,105289,二手车销售
121750,105290,Insurance Sales
105290,105290,保险销售
121751,105291,Financial Sales
105291,105291,理财销售
121752,105292,Credit card sales
105292,105292,信用卡销售
121753,105293,Housing Rental
105293,105293,房屋租赁
121754,105294,Fund Sales
105294,105294,基金销售
121755,105295,Futures Sales
105295,105295,期货销售
121756,105296,New Car Sales
105296,105296,新车销售
121757,105297,Food Sales
105297,105297,食品销售
121758,105298,Beverage Sales
105298,105298,酒水销售
121759,105299,Travel Sales
105299,105299,旅游销售
121760,105300,Foreign trade sales
105300,105300,外贸销售
121761,105301,Logistics Sales
105301,105301,物流销售
121762,105302,Software Sales
105302,105302,软件销售
121763,105303,Course Sales
105303,105303,课程销售
121764,105304,Advertising Sales
105304,105304,广告销售
121765,105305,Car Sales
105305,105305,汽车销售
121766,105308,Key Account Sales
105308,105308,大客户销售
121767,105309,Regional Sales
105309,105309,区域销售
121768,105311,Insurance Sales
105311,105311,保险销售
121769,105312,Car Sales
105312,105312,汽车销售
121770,105315,Health care products sales
105315,105315,保健品销售
121771,105316,Auto parts sales
105316,105316,汽车配件销售
121772,105317,Used car sales
105317,105317,二手车销售
121773,105318,Insurance Sales
105318,105318,保险销售
121774,105319,OTC Sales
105319,105319,OTC销售
121775,105320,Beverage Sales
105320,105320,酒水销售
121776,105321,Foreign trade sales
105321,105321,外贸销售
121777,105322,Logistics Sales
105322,105322,物流销售
121778,105323,Software Sales
105323,105323,软件销售
121779,105324,Car Sales
105324,105324,汽车销售
121780,105327,Conference Sales
105327,105327,会销
121781,105328,Face - to - Face Sales
105328,105328,面销
121782,105329,Key Account Sales
105329,105329,大客户销售
121783,105330,Online Sales
105330,105330,网销
121784,105332,Health care products sales
105332,105332,保健品销售
121785,105333,Jewelry Sales
105333,105333,珠宝销售
121786,105334,Auto parts sales
105334,105334,汽车配件销售
121787,105335,Insurance Sales
105335,105335,保险销售
121788,105336,Financial Sales
105336,105336,理财销售
121789,105337,Credit card sales
105337,105337,信用卡销售
121790,105338,Precious Metal Sales
105338,105338,贵金属销售
121791,105339,Housing Rental
105339,105339,房屋租赁
121792,105340,Fund Sales
105340,105340,基金销售
121793,105341,Futures Sales
105341,105341,期货销售
121794,105342,New Car Sales
105342,105342,新车销售
121795,105343,Food Sales
105343,105343,食品销售
121796,105344,Beverage Sales
105344,105344,酒水销售
121797,105345,Foreign trade sales
105345,105345,外贸销售
121798,105346,Logistics Sales
105346,105346,物流销售
121799,105347,Software Sales
105347,105347,软件销售
121800,105348,Car Sales
105348,105348,汽车销售
121801,105351,Insurance Sales
105351,105351,保险销售
121802,105352,Foreign trade sales
105352,105352,外贸销售
121803,105353,Car Sales
105353,105353,汽车销售
121804,105356,Face - to - Face Sales
105356,105356,面销
121805,105357,Telesales
105357,105357,电话销售
121806,105358,Key Account Sales
105358,105358,大客户销售
121807,105359,Channel Sales
105359,105359,渠道销售
121808,105360,Regional Sales
105360,105360,区域销售
121809,105361,Agent Sales
105361,105361,代理商销售
121810,105363,Health care products sales
105363,105363,保健品销售
121811,105364,Financial Sales
105364,105364,理财销售
121812,105365,Precious Metal Sales
105365,105365,贵金属销售
121813,105366,OTC Sales
105366,105366,OTC销售
121814,105367,FMCG Sales
105367,105367,快消品销售
121815,105368,Housing Rental
105368,105368,房屋租赁
121816,105369,New Car Sales
105369,105369,新车销售
121817,105370,Food Sales
105370,105370,食品销售
121818,105371,Beverage Sales
105371,105371,酒水销售
121819,105372,Car Sales
105372,105372,汽车销售
121820,105375,Face - to - Face Sales
105375,105375,面销
121821,105376,Key Account Sales
105376,105376,大客户销售
121822,105378,Health care products sales
105378,105378,保健品销售
121823,105379,Jewelry Sales
105379,105379,珠宝销售
121824,105380,Auto parts sales
105380,105380,汽车配件销售
121825,105381,Insurance Sales
105381,105381,保险销售
121826,105382,Financial Sales
105382,105382,理财销售
121827,105383,Credit card sales
105383,105383,信用卡销售
121828,105384,FMCG Sales
105384,105384,快消品销售
121829,105385,Housing Rental
105385,105385,房屋租赁
121830,105386,Fund Sales
105386,105386,基金销售
121831,105387,Futures Sales
105387,105387,期货销售
121832,105388,Food Sales
105388,105388,食品销售
121833,105389,Beverage Sales
105389,105389,酒水销售
121834,105390,Foreign trade sales
105390,105390,外贸销售
121835,105391,Logistics Sales
105391,105391,物流销售
121836,105392,Course Sales
105392,105392,课程销售
121837,105393,Car Sales
105393,105393,汽车销售
121838,105396,Equipment Sales
105396,105396,器械销售
121839,105397,Overseas Sales
105397,105397,海外销售
121840,105398,Software Sales
105398,105398,软件销售
121841,105401,Conference Sales
105401,105401,会销
121842,105402,Face - to - Face Sales
105402,105402,面销
121843,105403,Online Sales
105403,105403,网销
121844,105405,Auto parts sales
105405,105405,汽车配件销售
121845,105406,Used car sales
105406,105406,二手车销售
121846,105407,Insurance Sales
105407,105407,保险销售
121847,105408,Housing Rental
105408,105408,房屋租赁
121848,105409,Futures Sales
105409,105409,期货销售
121849,105410,New Car Sales
105410,105410,新车销售
121850,105411,Software Sales
105411,105411,软件销售
121851,105412,Car Sales
105412,105412,汽车销售
121852,105415,Sales Management
105415,105415,销售管理
121853,105416,Customer Management
105416,105416,客户管理
121854,105417,Team Management
105417,105417,团队管理
121855,105418,Strategic Management
105418,105418,战略管理
121856,105420,Precious Metal Sales
105420,105420,贵金属销售
121857,105421,New Car Sales
105421,105421,新车销售
121858,105422,Software Sales
105422,105422,软件销售
121859,105423,Car Sales
105423,105423,汽车销售
121860,105426,Sales Management
105426,105426,销售管理
121861,105427,Customer Management
105427,105427,客户管理
121862,105428,Team Management
105428,105428,团队管理
121863,105430,New Car Sales
105430,105430,新车销售
121864,105431,Beverage Sales
105431,105431,酒水销售
121865,105432,Software Sales
105432,105432,软件销售
121866,105433,Car Sales
105433,105433,汽车销售
121867,105436,Sales Management
105436,105436,销售管理
121868,105437,Customer Management
105437,105437,客户管理
121869,105438,Team Management
105438,105438,团队管理
121870,105440,Drug sales
105440,105440,药品销售
121871,105441,Auto parts sales
105441,105441,汽车配件销售
121872,105442,Financial Sales
105442,105442,理财销售
121873,105443,New Car Sales
105443,105443,新车销售
121874,105444,Car Sales
105444,105444,汽车销售
121875,105447,Sales Management
105447,105447,销售管理
121876,105448,Customer Management
105448,105448,客户管理
121877,105449,Team Management
105449,105449,团队管理
121878,105451,Regional Sales
105451,105451,区域销售
121879,105453,Auto parts sales
105453,105453,汽车配件销售
121880,105454,Used car sales
105454,105454,二手车销售
121881,105455,Financial Sales
105455,105455,理财销售
121882,105456,Pharmaceutical Sales
105456,105456,医药销售
121883,105457,New Car Sales
105457,105457,新车销售
121884,105458,Food Sales
105458,105458,食品销售
121885,105459,Car Sales
105459,105459,汽车销售
